"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"lcl|CP002686.1_cds_AEE78192.1_26600",670.805580295289,-0.495165768052667,0.215298946887134,52.817556627531,1.27685147812163e-09,1.14891096001384e-08
"lcl|CP002688.1_cds_AED91765.1_39219",1922.51358053266,-0.0347808530777988,0.0803425036084922,52.8142271379546,1.2788237271683e-09,1.15030215565415e-08
"lcl|CP002687.1_cds_AEE84571.1_33626",1218.57573842716,-0.332105326177912,0.14986482475072,52.8130715680686,1.27950894767546e-09,1.15053512769991e-08
"lcl|CP002688.1_cds_AED91990.1_39524",4360.97374378339,0.630833696936187,0.399773272587008,52.8106592647241,1.2809405556529e-09,1.15143887310338e-08
"lcl|CP002688.1_cds_ANM68804.1_37509",102.634843886576,-0.200252415983899,0.202561269476902,52.8023946579889,1.28585739535672e-09,1.15547385253859e-08
"lcl|CP002686.1_cds_AEE75676.1_23122",24691.7795095087,0.235151147566053,0.475423199096447,52.784524139876,1.29655347392714e-09,1.16431082328294e-08
"lcl|CP002684.1_cds_AEE29811.1_3645",2082.07154444723,0.079058237095526,0.136710121059265,52.7845229765883,1.29655417307124e-09,1.16431082328294e-08
"lcl|CP002688.1_cds_AED97112.1_46425",3012.5171358786,-0.100932543126312,0.077934664218779,52.780385561099,1.29904316830131e-09,1.16615800748672e-08
"lcl|CP002688.1_cds_AED96195.1_45212",730.58670826867,0.558958006687348,0.0880836854330243,52.7778689181806,1.30055946499976e-09,1.16713105712113e-08
"lcl|CP002684.1_cds_AEE30743.1_4880",270.190021563507,0.382201406023743,0.210035348967029,52.776657712861,1.30128985431648e-09,1.16739841566697e-08
"lcl|CP002687.1_cds_AEE85691.1_35148",302.347320831364,0.441008697325633,0.194696636580717,52.7729667432405,1.30351813074878e-09,1.16900891765556e-08
"lcl|CP002685.1_cds_AEC07895.1_16110",597.714571166654,0.191869591740077,0.089154812429708,52.7500256330478,1.31745346385669e-09,1.18111387589995e-08
"lcl|CP002685.1_cds_AEC08913.1_17483",1036.94595580711,-0.594901983588586,0.135104983433809,52.7458491696486,1.32000634535552e-09,1.18300967086743e-08
"lcl|CP002685.1_cds_AEC07456.1_15451",728.49235803614,-0.0765767031394869,0.0959621029992451,52.7408879585232,1.3230453165656e-09,1.18533970379594e-08
"lcl|CP002684.1_cds_AEE31849.1_6374",7265.99194919858,-0.384977121314089,0.0708863963780228,52.7141441471528,1.33954767682411e-09,1.19932835781724e-08
"lcl|CP002688.1_cds_AED91280.1_38529",41.8684456399465,0.00868232969740245,0.273008547932138,52.7144319101962,1.33936902414966e-09,1.19932835781724e-08
"lcl|CP002685.1_cds_ANM61435.1_15792",182.540874644121,-0.23832143024327,0.110912323299728,52.7017648805711,1.3472556633856e-09,1.20582955495461e-08
"lcl|CP002686.1_cds_ANM65641.1_26227",2456.97623250769,-0.0939748367117414,0.106808513935037,52.6774455614163,1.36252714576068e-09,1.21909372796367e-08
"lcl|CP002687.1_cds_AEE87101.1_37068",251.869255833519,-0.402140271874637,0.259809762379545,52.6713525480555,1.36638025255584e-09,1.22213613444309e-08
"lcl|CP002686.1_cds_AEE78954.1_27622",43.0653919139088,-0.715790281849988,0.352792264204917,52.6685039733662,1.36818536188359e-09,1.22334533483556e-08
"lcl|CP002684.1_cds_AEE28916.1_2436",495.27026518351,-0.322369963212315,0.244979550428865,52.6426148473413,1.38470037802633e-09,1.23770205312724e-08
"lcl|CP002684.1_cds_AEE31811.1_6326",379.803291258984,-0.019395334019305,0.0941019925851569,52.6412534950184,1.38557428151502e-09,1.23807322592573e-08
"lcl|CP002685.1_cds_AEC06588.1_14300",506.902254722333,0.0149374515183725,0.0954903247800677,52.6291693020323,1.39335572276407e-09,1.24461430775292e-08
"lcl|CP002686.1_cds_AEE75248.1_22542",1772.41163865412,0.00546928094650749,0.0644560352234222,52.5962645439885,1.41476578976811e-09,1.26332079818062e-08
"lcl|CP002686.1_cds_AEE73619.1_20298",277.682054122191,0.442041470342077,0.109384312492768,52.5859884540873,1.42151907741049e-09,1.26893141453766e-08
"lcl|CP002687.1_cds_AEE82016.1_30009",1331.50579636238,0.012847007420792,0.0509320709640678,52.5584879344451,1.43975048865341e-09,1.28478098151108e-08
"lcl|CP002688.1_cds_ANM71206.1_39581",265.122107394254,-0.333896874991447,0.151251931293266,52.5576954482634,1.44027930673229e-09,1.28482814295874e-08
"lcl|CP002686.1_cds_AEE78831.1_27462",2397.82083027156,-0.0446815943369839,0.0905014496838929,52.5540806747698,1.44269386575657e-09,1.28655692805526e-08
"lcl|CP002685.1_cds_AEC07896.1_16111",187.189873772298,-0.0568579582274728,0.0961939352969621,52.5475001659202,1.44709981020607e-09,1.29005985061765e-08
"lcl|CP002684.1_cds_AEE35845.1_11749",350.375497292201,0.415133459828348,0.0966319662330109,52.5425601357879,1.45041619318418e-09,1.29258945918831e-08
"lcl|CP002688.1_cds_AED93737.1_41918",305.010985575101,-0.112247483359116,0.0950326563966215,52.5368638626628,1.45424966982775e-09,1.29555036193167e-08
"lcl|CP002684.1_cds_AEE31212.1_5488",6651.54643718392,-0.0164670060052678,0.0705083652129652,52.5361979032704,1.4546985059698e-09,1.29555036193167e-08
"lcl|CP002687.1_cds_AEE83355.1_31859",531.772185896802,0.397942629975706,0.0969618224304458,52.5118515950083,1.47120232114661e-09,1.30981647285724e-08
"lcl|CP002686.1_cds_AEE79022.1_27704",5098.88920003115,-0.301838763382642,0.0568170845101819,52.4670318343221,1.50207424819564e-09,1.33686093820617e-08
"lcl|CP002686.1_cds_AEE76825.1_24710",209.784403313624,-0.335732913600285,0.236082564630001,52.4663201084336,1.50256965954786e-09,1.336861087338e-08
"lcl|CP002684.1_cds_AEE32946.1_7837",279.652369980297,-0.247339708803777,0.152517876986819,52.4592389857727,1.50750750040754e-09,1.34081243710053e-08
"lcl|CP002685.1_cds_AEC10559.1_19704",3292.87807706395,0.442575929141847,0.120269189384327,52.4473386942862,1.51584232872318e-09,1.34778154879952e-08
"lcl|CP002684.1_cds_AEE32847.1_7710",1396.05324985768,-0.00523522059870748,0.0807233052690348,52.4445496506677,1.51780237847021e-09,1.34907992770579e-08
"lcl|CP002684.1_cds_AEE27614.1_583",38.5037813206134,-0.806309372297269,0.46855244837511,52.4156330488902,1.53827351889625e-09,1.36682539068747e-08
"lcl|CP002684.1_cds_AEE35780.1_11659",2613.01605131198,0.0553311189399817,0.0515353061972095,52.4043946615394,1.54630365935974e-09,1.37350842319042e-08
"lcl|CP002686.1_cds_AEE79260.1_28023",1570.72884206115,0.156459332539203,0.0782905545735901,52.3916085454933,1.55549052269896e-09,1.38121418321499e-08
"lcl|CP002687.1_cds_AEE85534.1_34944",171.28008029596,1.778561693159,0.254223081387018,52.3715826366812,1.56998866244049e-09,1.39353349703135e-08
"lcl|CP002686.1_cds_AEE73861.1_20639",59.893216949528,-0.783158094384003,0.355899394180295,52.3710216723096,1.57039671703689e-09,1.39353349703135e-08
"lcl|CP002687.1_cds_AEE82429.1_30604",1054.72406200071,0.59399325934593,0.155482547942829,52.3570993828118,1.58055795885269e-09,1.40208943612453e-08
"lcl|CP002686.1_cds_AEE75863.1_23382",3026.0297687461,-1.71829090551046,0.149220388727672,52.3138265687044,1.61256113700516e-09,1.43000904508269e-08
"lcl|CP002684.1_cds_AEE32941.1_7831",1624.97878583272,0.0815985635085933,0.134330212381581,52.3070431812064,1.61763614669537e-09,1.43403842837093e-08
"lcl|CP002685.1_cds_AEC07776.1_15933",264.047447488829,-0.558348085185979,0.122181784106991,52.2715839762748,1.64442533481932e-09,1.45730851897941e-08
"lcl|CP002688.1_cds_AED91617.1_38997",1827.97097329608,-0.0724752717506067,0.0593963401429114,52.2683059505642,1.64692408113254e-09,1.45904393324883e-08
"lcl|CP002685.1_cds_AEC08073.1_16328",67.7814746124826,-0.333407242235245,0.266514725022375,52.2523622633896,1.65913158190833e-09,1.46937657224519e-08
"lcl|CP002687.1_cds_AEE84079.1_32938",3278.15520060035,0.562156762745599,0.0867394964096774,52.249005121596,1.66171349665891e-09,1.47118052242738e-08
"lcl|CP002688.1_cds_AED98101.1_47769",1353.44083089135,-0.368463126831399,0.073050997658358,52.232650134305,1.6743492101382e-09,1.48188139601543e-08
"lcl|CP002688.1_cds_AED97520.1_46986",1037.98673977542,-0.28991446977322,0.133288793892413,52.2309407530046,1.67567537835797e-09,1.48256903190413e-08
"lcl|CP002685.1_cds_AEC08875.1_17431",2127.06140741127,-0.315078480752955,0.0635375047383818,52.2121256308222,1.69034185540149e-09,1.49505530945962e-08
"lcl|CP002688.1_cds_AED97962.1_47568",412.509844599805,-0.291996813839236,0.101668432142449,52.171206830709,1.72268150757937e-09,1.52315966641328e-08
"lcl|CP002684.1_cds_AEE31447.1_5818",1530.71934359129,0.26573782384346,0.0768580184500689,52.1609084383229,1.73091739510859e-09,1.52994054235629e-08
"lcl|CP002684.1_cds_AEE35582.1_11407",202.830923905067,-0.62742130570137,0.170572491799791,52.1288954292008,1.75677049235454e-09,1.55228355713972e-08
"lcl|CP002688.1_cds_AED97672.1_47201",390.749556336594,0.491064941471043,0.180979894584393,52.1274997368524,1.75790634203177e-09,1.55277892005254e-08
"lcl|CP002685.1_cds_ANM63045.1_20078",2272.97494644302,-0.371813003477952,0.097985236395908,52.1115119304997,1.77096996284781e-09,1.56380645002008e-08
"lcl|CP002687.1_cds_AEE84812.1_33945",5574.95248872084,0.108783246759175,0.0531581695423487,52.1067900587862,1.77484667820464e-09,1.56671717565258e-08
"lcl|CP002688.1_cds_AED95131.1_43763",33.3270415981633,0.636810708705739,0.490032516802388,52.0863407394166,1.79173370633645e-09,1.58110688685342e-08
"lcl|CP002688.1_cds_AED94910.1_43449",969.697361630849,0.231144437407734,0.098882164585961,52.0815317273339,1.79572818881512e-09,1.58411394538809e-08
"lcl|CP002686.1_cds_AEE77496.1_25653",118.74646361994,-0.0464708104454824,0.170293102623056,52.0739391067963,1.80205288334797e-09,1.58917398017299e-08
"lcl|CP002688.1_cds_ANM70101.1_42131",221.870414427601,-0.357487831970264,0.110043480965515,52.0595954625726,1.81406187877414e-09,1.59924187967437e-08
"lcl|CP002687.1_cds_ANM66175.1_36257",667.144027255343,-0.923081205942848,0.14528091478287,52.0567982112032,1.81641311342188e-09,1.6007918897718e-08
"lcl|CP002687.1_cds_AEE81977.1_29961",1786.61536257123,-0.753436944094849,0.177027077137165,52.0295723889201,1.83945709458378e-09,1.62057130584838e-08
"lcl|CP002688.1_cds_AED95224.1_43891",122.997774854898,-0.31374036920217,0.175022186823208,52.0264724101364,1.84209933235549e-09,1.62236963711596e-08
"lcl|CP002684.1_cds_ANM58405.1_5172",141.373514657672,-2.06931524100024,0.38162501115258,52.0198537286201,1.8477533720338e-09,1.62681847764777e-08
"lcl|CP002688.1_cds_AED91425.1_38726",368.682415147896,-0.123045053310728,0.217693637580857,52.0180037570792,1.84933680992304e-09,1.6276817035234e-08
"lcl|CP002687.1_cds_AEE83625.1_32268",12007.3693561383,0.313644418953169,0.089256991903767,51.9814425748572,1.88090945953129e-09,1.65427486329863e-08
"lcl|CP002684.1_cds_AEE35480.1_11263",7875.9213528533,0.255567132416068,0.144389487063975,51.9808909898513,1.88138987564896e-09,1.65427486329863e-08
"lcl|CP002685.1_cds_AEC10413.1_19514",110.181670936189,-0.218903354579861,0.170551075840086,51.9820058726689,1.88041896807234e-09,1.65427486329863e-08
"lcl|CP002684.1_cds_AEE35164.1_10843",157.619814159893,-1.50225851503239,0.163559955932745,51.9798646938297,1.88228407818842e-09,1.65452218842781e-08
"lcl|CP002684.1_cds_AEE36429.1_12574",293.845610759499,0.220963328698968,0.128781869514228,51.978069229956,1.88384946880289e-09,1.65535913284066e-08
"lcl|CP002688.1_cds_ANM69470.1_46898",813.357927089168,-0.0699641571120256,0.0715665588994759,51.9769812250095,1.88479868664485e-09,1.65565427098246e-08
"lcl|CP002686.1_cds_AEE76653.1_24473",25.7677651137136,-0.718599776485531,0.384139010449459,51.9632521092369,1.89681754580203e-09,1.66566990342811e-08
"lcl|CP002687.1_cds_AEE86944.1_36866",908.674497062889,-0.371129433431259,0.114050966596527,51.9555278972817,1.9036130914789e-09,1.67109371679289e-08
"lcl|CP002688.1_cds_AED92743.1_40550",545.75964102381,-0.702297103707565,0.135049928561856,51.9424251786719,1.9151960408271e-09,1.68071527718098e-08
"lcl|CP002688.1_cds_AED92568.1_40303",92.4597885545129,0.211116373617999,0.162532704760715,51.9300300709065,1.92621811129567e-09,1.68983853416689e-08
"lcl|CP002684.1_cds_AEE34922.1_10529",1289.06071375552,0.137584180345012,0.0986165545258923,51.9183077806197,1.93670006179203e-09,1.69848217894782e-08
"lcl|CP002687.1_cds_AEE83990.1_32814",1096.52426766251,-0.27824389931425,0.107654503349904,51.9083389336121,1.9456588250177e-09,1.7057848107349e-08
"lcl|CP002684.1_cds_AEE33398.1_8450",758.069049880736,0.47462702388295,0.0679666400537152,51.9004584262539,1.95277007255199e-09,1.71146348501521e-08
"lcl|CP002684.1_cds_AEE27992.1_1137",30.7852049767915,-0.348983467503585,0.322661804557497,51.892750188162,1.95975093065295e-09,1.71702423310761e-08
"lcl|CP002688.1_cds_AED92156.1_39767",2041.63598987082,0.286622532491396,0.0466476108651619,51.8833443180255,1.96830293060249e-09,1.72395747270226e-08
"lcl|CP002685.1_cds_ANM62304.1_15917",115.009315804416,0.424308475474026,1.7337344680104,51.8825164980906,1.96905737928597e-09,1.72405886787043e-08
"lcl|CP002684.1_cds_AEE29099.1_2677",435.111935113245,0.142308727983103,0.0762518623196112,51.8774918716377,1.97364285217731e-09,1.72751346146804e-08
"lcl|CP002688.1_cds_AED91887.1_39380",2300.73857409137,-0.176063462346598,0.150302457206443,51.8294246176014,2.01805055019557e-09,1.7658105851533e-08
"lcl|CP002686.1_cds_AEE77752.1_25997",1100.8732087849,0.291226919417173,0.0584260976580034,51.8098588489084,2.0364106477569e-09,1.78129841301198e-08
"lcl|CP002688.1_cds_AED96520.1_45627",768.253912604278,0.204474887480547,0.162565286803781,51.7933701139627,2.05201254191158e-09,1.79436431993396e-08
"lcl|CP002684.1_cds_AEE31192.1_5459",475.015633873341,0.298821839281486,0.122389430616035,51.7768994917376,2.06771624741939e-09,1.80751076369297e-08
"lcl|CP002687.1_cds_ANM67973.1_30437",2277.42309881904,-0.278518725763717,0.109199462652251,51.7547207276316,2.08905172830637e-09,1.82557016360965e-08
"lcl|CP002688.1_cds_AED93912.1_42121",3599.16111440584,0.278380997190381,0.0523393942177904,51.7426930864872,2.10071367659206e-09,1.8351671516481e-08
"lcl|CP002685.1_cds_AEC09516.1_18271",1466.56795392645,-0.0996571235111516,0.0963028886789872,51.7361383386534,2.1070964266826e-09,1.84014755554417e-08
"lcl|CP002686.1_cds_AEE76008.1_23578",6133.4468814647,-0.542255591267153,0.130688225414285,51.7097191854183,2.13301890572515e-09,1.86218345217156e-08
"lcl|CP002686.1_cds_AEE78514.1_27036",771.449098602178,-0.404570137350088,0.142819198822167,51.7071025754894,2.13560356115672e-09,1.86383713319963e-08
"lcl|CP002686.1_cds_AEE79027.1_27709",515.597268535725,0.151507840927983,0.120125860895258,51.7053637159945,2.13732291178902e-09,1.86473479899265e-08
"lcl|CP002686.1_cds_AEE80447.1_29646",798.819720780311,-0.277575590864032,0.106243563115676,51.6937047368986,2.14888677931308e-09,1.87421808467778e-08
"lcl|CP002687.1_cds_AEE82925.1_31237",915.956391807039,-0.330761540810766,0.0600809822492211,51.6865288008785,2.15603515811925e-09,1.87984538301909e-08
"lcl|CP002687.1_cds_AEE86692.1_36535",227.005816516145,-0.682912218207911,0.138632354526535,51.6793093580762,2.16325079524776e-09,1.88550584320003e-08
"lcl|CP002684.1_cds_AEE33177.1_8145",275.710613786977,-0.237308733321969,0.158668906041739,51.6786367799825,2.16392424325172e-09,1.88550584320003e-08
"lcl|CP002686.1_cds_ANM63661.1_28921",1212.53249063245,0.359924113323397,0.325045359136333,51.6763825343921,2.16618292882514e-09,1.88686485900955e-08
"lcl|CP002686.1_cds_AEE75687.1_23136",494.403826063085,-0.0947069364705521,0.125119264593468,51.6719480007731,2.1706330574916e-09,1.89013125012672e-08
"lcl|CP002684.1_cds_AEE32190.1_6801",403.095928792435,-0.526658417251634,0.104249312192408,51.6658222117857,2.17679538152935e-09,1.89488598932613e-08
"lcl|CP002684.1_cds_AEE33823.2_9026",364.986679265534,-1.61590606930849,0.337211693102617,51.6514668960331,2.19130471408177e-09,1.90690133629669e-08
"lcl|CP002687.1_cds_AEE85911.1_35456",759.490958612966,0.110356643941569,0.0967608217165991,51.6276822071595,2.21555706456728e-09,1.92738470515401e-08
"lcl|CP002687.1_cds_AEE84540.1_33589",1391.57581678557,-0.48194148513028,0.193750803957458,51.6244302842786,2.21889365208823e-09,1.92966543957699e-08
"lcl|CP002686.1_cds_AEE74958.1_22150",60.3938673477751,0.469028212718103,0.278517050641288,51.6212066203429,2.22220618837874e-09,1.93192379546202e-08
"lcl|CP002684.1_cds_AEE29463.1_3150",89.8438677861317,0.112613835573408,0.297601566510958,51.6193424526414,2.22412399775222e-09,1.93296855104067e-08
"lcl|CP002688.1_cds_AED91404.1_38703",2096.79364882745,-0.40363393128183,0.0724473938530274,51.6125560573751,2.23111961778524e-09,1.93842429876069e-08
"lcl|CP002684.1_cds_AEE31567.1_5967",342.990070364494,-0.69138044673605,0.318421479276048,51.6087230636896,2.23508047033222e-09,1.9412407405453e-08
"lcl|CP002688.1_cds_AED93155.1_41117",94.2393705612927,-0.92796784836219,0.220175257794642,51.5892749503836,2.25528558071356e-09,1.95815950356326e-08
"lcl|CP002684.1_cds_AEE34171.1_9539",4669.24504969931,-0.384814135562057,0.0859728297201653,51.5785425570408,2.26651357213529e-09,1.96727547801351e-08
"lcl|CP002688.1_cds_AED93673.1_41815",614.429440205633,-0.540268636638643,0.127732314727423,51.5585241367044,2.28760549537418e-09,1.98494447901417e-08
"lcl|CP002684.1_cds_AEE34137.1_9493",151.462107690626,0.267217364055537,0.191850820767908,51.550791877555,2.29580468109676e-09,1.99141875197706e-08
"lcl|CP002685.1_cds_AEC07050.1_14911",1458.29337396111,0.0368851598855374,0.0693798834641515,51.542008471634,2.30515403006555e-09,1.99888621547027e-08
"lcl|CP002685.1_cds_AEC09760.1_18624",1887.04738980343,0.133190910644499,0.0424573971596788,51.5412980321152,2.30591190234595e-09,1.99890128105095e-08
"lcl|CP002684.1_cds_AEE35756.1_11628",420.309006388215,0.0695364986579529,0.121479484463582,51.5392392192153,2.30810957568634e-09,2.00016404128658e-08
"lcl|CP002684.1_cds_ANM58628.1_4333",203.153815420716,-0.198370608552182,0.124676345779838,51.5199151929368,2.32883897461603e-09,2.01748007961441e-08
"lcl|CP002684.1_cds_AEE29009.1_2550",407.754398830196,0.119398621782466,0.0860461294760927,51.5145407071718,2.33463724024086e-09,2.02185427215469e-08
"lcl|CP002688.1_cds_AED97552.1_47040",373.303037226312,-0.445854759134941,0.126101828844801,51.4988195863789,2.35168071344438e-09,2.03596116673245e-08
"lcl|CP002684.1_cds_AEE34940.1_10549",95.1600066630158,0.245071141880689,0.157401842277424,51.4965407922558,2.35416145368353e-09,2.0374554113733e-08
"lcl|CP002686.1_cds_AEE76117.1_23720",350.874572411549,-0.554859845991792,0.121702812640946,51.4929948640892,2.35802680925421e-09,2.04014665669898e-08
"lcl|CP002687.1_cds_AEE86456.1_36218",179.018055460927,0.126235292274778,0.138987351192891,51.4717885821117,2.38127581489804e-09,2.05959872024948e-08
"lcl|CP002685.1_cds_AEC08791.1_17306",5878.29987234251,-0.0241727520214226,0.117813819565251,51.4710989383044,2.38203571335069e-09,2.05959872024948e-08
"lcl|CP002685.1_cds_AEC05876.1_13359",324.689151859751,-0.0927279737960094,0.129603683195495,51.4466763799662,2.40910262908143e-09,2.08233481810516e-08
"lcl|CP002685.1_cds_ANM61463.1_17118",31.5266119696515,-3.00785348157335,0.84880653671939,51.427999177226,2.43000878442519e-09,2.09973294259839e-08
"lcl|CP002685.1_cds_AEC09310.1_17988",5614.47389482326,-0.723862051454964,0.0930039957858366,51.4184308051084,2.44078900432038e-09,2.10837306824398e-08
"lcl|CP002685.1_cds_AEC08518.1_16944",744.141011026626,-0.366964509518105,0.10686693595259,51.4132816927699,2.44660997357863e-09,2.11272519599429e-08
"lcl|CP002687.1_cds_AEE86344.1_36050",1524.18390003931,-0.370039832186577,0.121397843768519,51.4084578256882,2.45207581236972e-09,2.11676797182949e-08
"lcl|CP002688.1_cds_AED95954.1_44888",586.491691121744,-0.143859681763548,0.0677491595382716,51.3794464107981,2.48520580053517e-09,2.14460031466115e-08
"lcl|CP002684.1_cds_AEE30808.1_4967",863.478605912173,-0.082350938602628,0.0502046074536128,51.3788375128386,2.4859058993016e-09,2.14460031466115e-08
"lcl|CP002688.1_cds_AED92563.1_40298",395.588004331891,0.222993372590904,0.121849118256642,51.3734817592634,2.49207231322146e-09,2.14923322757508e-08
"lcl|CP002687.1_cds_ANM67275.1_35398",1037.22620284054,-0.0996821798740573,0.0675294687600527,51.3708176128666,2.49514538739695e-09,2.15119624999659e-08
"lcl|CP002684.1_cds_AEE30544.1_4615",400.44097533191,-0.302994453578944,0.26121153884905,51.3621657483157,2.50515132704927e-09,2.15913329892618e-08
"lcl|CP002688.1_cds_AED95683.1_44508",632.351567750984,-0.474548271857888,0.135641415101045,51.3569537322798,2.5111983519244e-09,2.16365427104523e-08
"lcl|CP002684.1_cds_AEE28314.1_1591",1007.39776397938,0.0422618855254913,0.0696058414437571,51.3561860484518,2.512090253588e-09,2.16373210929657e-08
"lcl|CP002688.1_cds_AED98219.1_47927",169.242421810059,0.0340289098402094,0.179153911668221,51.3382494908819,2.53301920693827e-09,2.18106285397422e-08
"lcl|CP002687.1_cds_AEE82015.1_30008",106.583810362404,-0.985984360322505,0.383960202611397,51.3300131443062,2.54268777908946e-09,2.18868985678383e-08
"lcl|CP002687.1_cds_AEE84454.1_33473",1247.8072438519,0.115148344921135,0.0846182987288505,51.3089438157228,2.56758860341818e-09,2.20941940582309e-08
"lcl|CP002686.1_cds_AEE75548.1_22950",1532.64421906754,-0.745174142108201,0.117024888240886,51.3045613706394,2.57279846110742e-09,2.21249192924924e-08
"lcl|CP002686.1_cds_ANM63531.1_25318",3856.14769772574,-0.40521326169928,0.0934923105044007,51.3049268398576,2.57236358830871e-09,2.21249192924924e-08
"lcl|CP002688.1_cds_AED97776.1_47334",673.65868524213,0.340363704921455,0.120386657732084,51.2743037655933,2.60905740012359e-09,2.24295845410625e-08
"lcl|CP002686.1_cds_ANM63825.1_21392",551.648561881584,-0.328315955662209,0.107829694713043,51.2708395116927,2.61324111916074e-09,2.24583988445161e-08
"lcl|CP002688.1_cds_AED93473.1_41565",96.7126649793583,-0.396097261670306,0.193679368749884,51.2143242424571,2.68244569149962e-09,2.30458112655445e-08
"lcl|CP002684.1_cds_AEE29321.1_2950",624.912564748962,-0.0377466704032821,0.100195759872277,51.2110217689566,2.68654568948968e-09,2.30736921228395e-08
"lcl|CP002687.1_cds_AEE84661.1_33738",479.4644919078,-0.318962055752394,0.108289146597276,51.2072651204482,2.69121713670845e-09,2.31064616375025e-08
"lcl|CP002685.1_cds_AEC10407.1_19506",860.227579120829,-0.72315502469604,0.0849045094974359,51.1778019339399,2.72813689862214e-09,2.34160023661068e-08
"lcl|CP002686.1_cds_AEE79446.1_28259",629.886891883792,0.120481346029511,0.0768183776535781,51.1726135345093,2.734690463262e-09,2.34647915973599e-08
"lcl|CP002686.1_cds_AEE75589.1_23005",2695.27002505311,0.597857271903321,0.0977434051461303,51.1449327789304,2.76992062957907e-09,2.3759528908439e-08
"lcl|CP002687.1_cds_ANM67200.1_34206",425.975127667218,-0.105351439281512,0.126145345909989,51.1418362368426,2.77388972127461e-09,2.3786016243992e-08
"lcl|CP002687.1_cds_AEE83002.1_31332",45.0665116656431,-0.220167251027134,0.333832670684712,51.1182534982105,2.8043042127825e-09,2.40391832073201e-08
"lcl|CP002686.1_cds_AEE73841.1_20612",708.513000903798,-0.0398438892145994,0.0757183806778032,51.0990888180138,2.82926540061562e-09,2.42454572140375e-08
"lcl|CP002688.1_cds_AED94788.1_43302",461.606547801543,0.600538312764619,0.125485626927533,51.0980404553889,2.83063721902139e-09,2.42495147858659e-08
"lcl|CP002684.1_cds_AEE29312.1_2940",479.851542784446,0.278557963991782,0.159326201030447,51.0969390680041,2.83207913624374e-09,2.42541701154072e-08
"lcl|CP002685.1_cds_AEC05778.1_13210",9152.32126250639,-0.248571176781141,0.0737828971881926,51.0785762346002,2.85622757535106e-09,2.4453221430075e-08
"lcl|CP002684.1_cds_ANM59402.1_4343",994.212760887649,-0.0671867959168221,0.156557444402177,51.072934932619,2.86368741827711e-09,2.45093145748168e-08
"lcl|CP002686.1_cds_AEE80235.1_29374",186.500763554294,0.323281661903565,0.166414924549552,51.071629344529,2.86541664356137e-09,2.4516341323707e-08
"lcl|CP002686.1_cds_AEE75060.1_22288",1160.32767369959,0.130882521247498,0.0924248528507092,51.0608642174746,2.87971456498708e-09,2.46308665929218e-08
"lcl|CP002688.1_cds_AED91533.1_38886",431.526982636713,-0.26617469741521,0.0895927057363732,51.0362570875907,2.91266462423566e-09,2.4904804835799e-08
"lcl|CP002687.1_cds_AEE83399.1_31913",629.667628823046,-0.100269570358725,0.14583464567529,51.0345071041633,2.91502219258911e-09,2.49170706354498e-08
"lcl|CP002684.1_cds_ANM60136.1_3648",939.790903627319,0.199723860950276,0.20049827299776,51.0303693378237,2.92060413720997e-09,2.49568813168237e-08
"lcl|CP002684.1_cds_AEE35576.1_11398",484.468826444196,-1.17055382268731,0.298383030430604,50.9809925649819,2.9880423824568e-09,2.55179732930479e-08
"lcl|CP002688.1_cds_AED97047.1_46337",358.602212207303,-0.74222335429891,0.148551282956941,50.9809094992171,2.98815713044841e-09,2.55179732930479e-08
"lcl|CP002684.1_cds_AEE36054.1_12031",715.879838701941,0.69727175840519,0.128193516523679,50.9775545321318,2.9927953929472e-09,2.55494999485189e-08
"lcl|CP002688.1_cds_ANM70893.1_44181",2874.53313656059,-0.0921296650234551,0.0912757052795842,50.9682174902571,3.00574171909611e-09,2.56519102008475e-08
"lcl|CP002685.1_cds_AEC10147.1_19166",112.441965086791,-0.984130644688437,0.188006170322882,50.9598004379571,3.01746026017316e-09,2.57437807405545e-08
"lcl|CP002688.1_cds_AED91717.1_39158",223.938924571361,0.0102289340755821,0.10706504999878,50.9533201331517,3.02651340245119e-09,2.58128602798634e-08
"lcl|CP002685.1_cds_AEC06189.1_13768",1833.94910890736,-0.232482908095254,0.0782397544545046,50.935024094619,3.05221978496937e-09,2.60238853049473e-08
"lcl|CP002688.1_cds_AED97862.1_47442",1753.11942683833,-0.191143234813424,0.132537093395989,50.9268518374321,3.06377220548445e-09,2.61141354325378e-08
"lcl|CP002685.1_cds_ANM61231.1_17698",367.997068545593,0.05661790781328,0.0823101517865619,50.9241049118619,3.06766507681759e-09,2.61390628420499e-08
"lcl|CP002688.1_cds_AED93012.1_40908",814.780590115748,-0.057236136294121,0.0872099689233513,50.9209369107927,3.072160807092e-09,2.61691097591169e-08
"lcl|CP002688.1_cds_AED96724.1_45909",340.069312095749,0.0458953788819637,0.101390245519911,50.9084413248874,3.08995749425379e-09,2.63124014510684e-08
"lcl|CP002688.1_cds_AED94127.2_42393",43.2066967574938,-1.28217567165395,0.377642756185695,50.8712736081052,3.14350281378483e-09,2.67599227232128e-08
"lcl|CP002686.1_cds_AEE76480.1_24235",609.564426941755,-0.304182938706736,0.101496444479875,50.8536499169293,3.16921444277471e-09,2.6970294662125e-08
"lcl|CP002688.1_cds_AED90806.1_37881",588.656130207434,0.218823069235973,0.0767401234582671,50.8247651203278,3.2118092270137e-09,2.73241658600718e-08
