UniqueCount	AmbigCount
336	0
0	172
12	113
0	113
1	92
8	2
0	72
40	72
3	1908
19	1908
1522	0
155	3678
0	4040
28	3439
70	247
0	247
0	1327
9	1104
4	1190
4900	1
42	521
1311	521
10	17
0	17
636	0
15	0
0	3605
0	3485
2	3092
0	5
0	6
0	6
1	207
54	207
307	0
121	0
4	15
0	15
20	0
134	0
43	707
1	707
0	706
0	667
42	0
548	0
697	0
90	0
318	0
0	0
146	0
2024	1
0	0
2	0
0	7215
0	7565
1	7370
0	0
0	149
0	149
619	4
0	1
2	1
0	0
315	0
49	0
8	0
0	0
0	0
26	317
0	317
0	0
0	0
54	1750
0	1750
850	1
538	0
0	0
0	1
0	1
0	0
42413	12
7	32
0	32
35	635
2	635
0	430
1184	0
1158	0
0	150
2	136
0	124
6	52
0	0
746	1870
10	1870
5649	2
39	56
0	56
0	32
0	7
0	7
62	736
0	736
0	0
166	0
1330	0
572	1548
0	1547
528	0
9	54
0	54
465	1292
0	1292
3	6
0	6
2	6
0	6
29	0
0	51
4	51
1	50
1	0
0	24
0	18
0	17
1	18
560	1
33	0
1029	0
42	0
672	0
7	106
0	124
0	98
0	15
1	15
0	97
0	90
1	84
195	0
126	0
5825	1
370	553
0	553
3	0
789	0
503	0
17	0
0	173
0	100
0	143
0	70
0	110
0	53
1	60
0	54
513	0
0	1250
0	676
0	990
4	217
0	297
1	265
0	223
0	259
337	0
623	2
0	462
0	517
0	453
0	464
2700	0
797	1
0	0
486	0
325	0
1	256
0	277
0	245
1	225
0	267
0	207
110	344
0	344
2	237
19	0
1	0
116	0
207	0
10	18
3	18
0	0
2	0
41	4324
2	4300
0	4376
240	793
2	790
23	773
142	601
0	601
418	0
442	657
13	655
0	596
756	0
1697	0
18	349
0	332
0	324
0	193
2476	1
62	41
29	41
373	0
30	0
3	9
0	9
0	1640
0	1853
12	1818
3	1354
2	1150
0	0
254	0
4	0
6	0
359	0
1510	2738
0	2738
2136	2
151	0
200	0
1480	0
66	485
0	485
0	0
1215	0
362	0
6	120
0	120
4	0
0	151
0	151
0	141
430	0
14	0
86	0
134	258
1	258
7	0
452	0
157	0
0	1
0	1
0	0
0	0
1	0
313	0
13	31
0	31
1109	0
0	0
6225	2
0	0
455	0
1	7
0	7
0	0
0	0
6133	1
0	0
0	0
1	3
0	3
0	0
0	298
0	147
2	289
6	0
0	8
1	8
170	0
0	5
0	5
574	0
1	26
0	25
0	35
0	36
0	34
0	35
0	30
86	0
0	364
35	364
0	0
8	0
0	0
124	0
1039	0
234	2
110	247
0	247
12	0
15352	3
0	0
29	0
65	0
1	0
328	0
1846	0
2	0
454	1951
4	1951
3	1948
4	617
0	715
9	677
78	661
3	526
172	713
1	713
0	516
1128	0
8	513
36	474
0	497
16	438
0	400
11	2470
324	2470
144	0
535	1190
0	1190
1541	17
3943	18
2	8
0	8
0	8
20	133
0	133
3	106
0	61
3	150
3	159
0	140
1	149
1	138
0	0
32	1
2	0
0	961
0	912
0	915
0	806
587	0
2	6
0	6
0	6
7	0
27	152
3	152
11	655
0	864
20	617
0	0
49	112
2	112
0	1795
0	1837
0	1779
0	1821
8	0
1634	0
29	532
8	532
117	0
0	0
0	0
302	0
11	9
0	9
5472	1
2177	2
319	0
0	1311
0	1212
0	887
0	869
1	0
1	0
15	57
2	57
0	45
307	0
1	0
5	123
40	123
2352	2
319	2
0	0
0	764
9	534
0	523
4	474
183	0
22	0
726	0
86	562
3	562
2	522
24	0
601	0
3	0
0	0
555	0
146	0
1546	0
402	0
544	0
203	450
0	450
992	0
0	0
0	0
61	289
11	289
2	9
0	9
18	151
0	151
335	0
0	6
0	6
4	32
1	32
0	26
55	0
3001	0
0	0
9	3
52	0
96	316
0	316
1484	0
106	0
0	103
0	74
0	67
0	85
0	73
0	66
0	53
369	0
512	0
5280	3
286	503
7	503
0	55
4	55
0	49
639	2394
26	2394
47	0
1	0
1	0
4534	1
43	152
0	152
9	0
0	0
0	0
0	0
152	0
175	1532
0	1532
317	0
283	2
0	93
0	114
9	101
0	91
0	85
0	229
0	229
0	95
44	0
2	0
0	0
38	0
1	425
34	425
0	18
0	18
1	53
0	65
17	65
382	1047
0	1047
175	0
0	0
0	0
1066	0
63	276
0	276
0	1922
310	1922
9	31
0	31
761	0
31	3
256	0
0	530
5	424
0	463
0	413
0	357
554	0
0	6
1	6
0	6
0	6
0	0
1	0
121	0
145	0
0	91
5	91
117	0
544	0
11	35
0	35
93	1
10	2445
0	2755
3	2096
0	2009
40	0
0	0
57	0
214	0
0	1484
0	1425
0	1553
63	136
0	136
75	1965
21	1965
3	0
28	185
0	185
3602	0
16	0
776	0
93	609
0	609
0	516
2481	0
282	0
60	210
7	210
207	600
0	600
765	0
348	0
1	2147
4330	2151
70	503
0	503
76	158
0	158
0	3414
15	3604
1	3524
35	3355
19	3304
0	2859
122	0
2	0
218	0
666	0
31	0
0	0
0	0
0	0
328	0
15183	2
18733	5
2824	0
5184	1
1337	0
0	0
0	0
0	0
0	0
0	0
2854	3
1	11
0	11
0	5
0	5
0	2
0	1764
91	1764
296	0
2245	2
0	0
340	339
4	339
89	0
2	0
977	2207
8	2207
0	0
31	219
1	219
18	0
8	0
1546	0
0	0
243	0
54	0
732	0
0	0
4	42
0	42
2	0
0	0
472	0
1801	1
3	55
0	55
490	0
40	124
0	124
610	748
0	748
26	0
93	0
1	0
2268	0
735	1
2718	2
2444	1
4681	100
0	410
13	319
0	418
57	0
406	1689
0	1689
1842	0
354	832
0	832
10	0
1	0
0	0
329	0
644	0
114	0
4	48
0	37
0	30
0	1345
161	877
0	490
0	414
5	415
387	0
36	484
3	484
218	433
10	433
176	0
187	322
2	322
0	684
0	912
0	441
0	669
3	85
47	83
0	54
0	0
2303	0
16	0
42	161
1	161
