UniqueCount	AmbigCount
757	0
0	186
23	129
0	128
0	96
7	12
0	52
25	52
2	1463
46	1463
1171	0
136	3081
0	3387
24	3011
67	308
1	308
0	770
5	639
4	714
4648	1
5	342
716	342
15	26
0	26
697	0
7	0
0	3428
0	3190
2	2769
0	1
0	1
0	1
0	351
93	351
340	0
86	0
2	25
0	25
29	0
60	0
38	615
3	615
0	611
0	559
23	0
530	0
551	0
24	0
373	0
0	0
184	0
1672	0
0	0
0	0
1	6788
0	7143
1	6976
0	0
5	134
0	134
613	3
0	6
1	6
0	3
209	0
47	0
9	0
0	0
0	0
8	106
0	106
0	0
0	0
27	583
0	583
780	0
632	0
0	0
1	3
0	3
0	0
24829	0
12	26
0	26
27	544
1	544
0	391
633	0
916	1
0	84
1	79
0	71
0	28
0	0
588	1737
12	1737
4484	0
18	51
0	51
0	45
0	32
0	32
70	830
0	830
0	0
156	0
1044	2
1091	2974
0	2974
525	0
18	59
0	59
276	668
0	668
3	4
0	4
4	6
0	6
10	0
0	62
9	59
2	59
0	0
0	31
0	29
3	28
0	14
556	0
29	0
1454	2
16	0
435	0
5	48
0	56
0	46
0	12
0	12
0	90
0	83
3	89
520	0
250	0
1694	0
398	433
0	433
0	0
702	0
227	0
2	0
0	105
0	66
0	95
0	56
0	64
0	46
1	50
0	44
308	0
0	966
0	551
0	760
7	243
0	321
0	292
0	273
0	263
362	1
337	0
0	575
0	621
0	560
0	532
2652	1
433	0
0	0
410	0
228	1
1	270
0	284
0	258
6	251
0	270
0	222
60	283
0	283
1	216
3	0
1	0
125	0
203	0
15	33
0	33
0	0
0	0
70	4655
16	4595
0	4715
135	643
1	641
12	641
137	648
0	648
596	0
408	851
8	851
0	810
511	1
1279	0
40	397
0	367
0	368
0	215
1734	1
30	44
13	44
345	0
26	0
0	7
0	7
1	833
0	920
2	898
2	611
0	479
0	0
273	0
4	0
1	0
302	0
517	837
0	837
1772	0
172	0
123	0
1530	0
23	254
0	254
0	0
1083	1
446	0
123	1419
0	1419
30	0
0	169
0	169
0	153
289	0
6	0
41	0
155	266
2	266
8	0
358	0
115	0
1	1
0	1
1	1
0	1
0	0
76	0
24	65
2	65
1100	0
0	0
6617	0
0	0
718	0
3	4
0	4
0	0
0	0
5763	0
2	0
0	0
3	2
0	2
0	0
0	793
0	377
9	753
29	0
0	6
4	6
1124	0
