UniqueCount	AmbigCount
436	0
0	273
10	174
0	174
0	167
0	13
1	87
23	87
3	1463
43	1463
1877	0
891	17495
13	19099
8	16014
93	271
2	271
1	2622
2	2109
4	2368
5939	3
50	805
1804	808
35	65
0	65
2204	0
27	0
0	1492
0	1432
4	1270
0	3
0	3
0	3
1	396
99	396
482	0
378	0
0	25
0	25
50	0
158	2
41	686
0	686
0	685
0	629
88	0
325	0
282	0
156	0
353	0
0	0
350	1
1308	0
0	0
0	0
1	19075
0	19836
2	19270
0	0
1	215
0	215
424	4
0	3
0	3
0	2
411	0
98	0
10	0
0	0
0	0
31	305
0	305
0	0
0	0
26	615
0	615
2395	0
577	0
0	0
0	5
0	5
0	0
1137	0
4	34
0	34
97	1714
7	1714
0	1165
184	0
1083	0
0	1025
2	939
0	842
10	325
0	0
468	1145
4	1145
3619	2
2	19
1	19
0	17
4	67
0	67
205	2454
0	2454
3	0
503	0
1498	1
3237	8300
0	8300
1201	0
25	74
0	74
189	487
0	487
3	23
0	23
7	13
0	13
6	0
0	124
2	116
4	122
9	0
0	33
0	31
0	27
0	21
862	1
49	0
1759	1
53	0
601	0
11	117
0	133
0	105
0	81
0	81
0	93
0	86
3	85
402	0
187	0
7654	6
767	1078
0	1078
15	0
707	0
591	0
23	0
0	279
0	158
0	249
0	128
0	183
0	67
3	70
0	58
658	0
0	957
0	466
0	791
0	387
0	524
0	442
0	368
1	462
439	0
213	0
0	887
0	975
0	868
0	797
2783	1
1072	0
0	0
554	0
354	0
2	433
0	466
0	380
6	353
0	450
0	376
148	437
0	437
0	335
28	0
0	0
108	0
194	0
13	41
2	41
1	0
5	0
67	4825
16	4798
0	4902
264	652
3	650
6	638
108	586
1	586
895	3
956	1389
10	1389
1	1293
972	0
1907	1
34	555
0	531
0	491
0	279
3897	3
155	56
17	56
563	0
137	0
3	18
0	18
2	2123
0	2443
0	2362
2	1762
1	1470
0	0
452	0
8	0
3	0
322	0
152	246
0	246
2423	2
252	0
93	0
1675	0
1	18
0	18
0	0
705	0
445	0
13	140
0	140
22	0
0	283
0	283
0	257
292	0
76	0
184	0
71	151
0	151
7	0
553	1
157	0
1	4
0	4
0	0
0	0
1	0
75	0
10	54
0	54
1919	0
1	0
11837	7
0	0
300	0
2	13
0	13
0	0
0	0
6734	2
15	0
0	0
0	4
0	4
0	0
0	178
0	86
1	174
0	0
0	14
5	14
646	0
1	19
0	19
405	0
3	38
0	36
0	46
0	48
0	44
0	46
0	30
96	0
0	424
72	424
15	0
30	0
0	0
356	0
2167	1
242	0
125	208
0	208
10	0
19436	15
0	0
125	0
417	0
8	0
525	0
974	0
1	0
383	1949
0	1952
14	1951
13	1701
0	2029
27	1916
195	1858
6	1455
56	166
0	166
0	126
602	0
1	461
5	378
0	433
5	330
0	307
0	3241
265	3241
240	0
554	1344
0	1344
712	8
934	8
1	23
0	23
0	19
22	175
0	175
1	153
0	104
4	317
25	337
1	293
5	313
1	289
0	0
110	0
4	0
0	780
0	744
0	740
0	659
704	0
0	30
0	30
0	30
7	0
92	396
4	396
15	631
0	852
15	620
3	0
93	243
2	243
0	3270
0	3331
0	3231
0	3292
21	0
3413	3
84	863
1	863
142	0
0	0
0	0
487	0
27	30
0	30
17434	6
1355	1
262	0
0	1711
0	1567
0	1223
0	1193
1	0
14	0
17	55
3	55
0	37
342	0
3	0
13	260
89	260
4530	11
629	6
0	0
0	697
3	472
0	455
0	473
145	0
156	0
1067	0
117	745
4	745
5	712
167	0
1781	0
12	0
0	0
474	0
68	0
1217	2
530	0
767	0
230	485
2	485
1474	0
0	0
0	0
73	368
7	368
11	44
0	44
14	89
0	89
1204	2
2	8
0	8
20	131
2	131
0	117
165	0
5483	3
0	0
145	43
64	0
85	234
0	234
679	0
78	0
0	147
0	108
0	83
0	139
0	131
0	121
0	112
309	0
746	1
9511	5
426	838
3	838
1	33
7	33
0	29
1446	5406
34	5402
46	0
4	0
0	0
6278	4
68	288
1	288
6	0
3	0
0	0
0	0
99	0
61	541
0	541
196	0
260	1
0	150
0	203
15	194
0	174
0	165
0	433
0	433
2	191
13	0
21	0
0	0
410	1
0	277
25	277
0	45
3	45
7	94
1	133
39	133
398	1080
0	1080
1130	0
0	0
0	0
1476	0
22	93
0	93
0	1377
197	1377
18	48
0	48
938	0
337	43
223	0
0	168
1	140
0	147
0	137
0	108
441	0
0	12
0	12
0	12
0	8
0	0
7	0
179	0
240	0
0	330
28	330
103	0
1636	0
20	103
0	103
113	0
64	2854
0	3099
3	2287
0	2178
27	0
0	0
116	0
407	1
0	3545
0	3477
0	3753
152	238
0	238
59	2273
11	2273
1	0
54	317
0	317
3211	1
36	0
800	1
84	638
1	638
0	522
2247	3
673	3
59	189
1	189
325	761
0	761
1692	1
305	0
1	2476
4926	2480
79	759
0	759
163	379
0	379
0	2465
12	2599
0	2532
11	2420
3	2366
0	2024
423	1
44	0
252	0
2082	0
141	0
0	0
4	1
0	1
337	0
2849	1
16857	4
3999	2
2490	2
1349	0
0	4
0	4
0	0
0	0
1	0
3626	0
4	33
0	33
0	5
0	4
0	4
0	1552
97	1552
862	3
2794	6
3	0
545	558
4	558
114	0
3	0
16	37
0	37
2	0
82	541
5	541
11	0
32	0
741	0
0	0
396	0
52	0
915	0
0	0
13	105
0	105
15	0
0	0
1866	1
1547	2
13	69
0	69
813	0
78	197
0	197
535	666
0	666
40	0
2718	3
0	0
1196	0
916	0
5083	3
1902	0
9567	288
0	457
7	362
0	471
42	0
375	1596
0	1596
1313	0
341	679
0	679
6	0
0	0
0	0
291	0
624	0
120	0
3	60
0	40
0	40
0	1557
206	1321
0	249
0	213
0	213
697	0
39	444
8	444
343	703
11	703
357	0
283	303
4	303
0	335
0	472
0	180
0	317
22	133
99	129
3	99
0	0
7552	2
23	0
83	239
4	239
0	0
0	0
0	0
296	0
380	1
18	0
433	1
0	0
0	0
26	210
0	151
10	489
40	0
26	696
0	696
0	0
2555	0
1588	3
314	1
115	773
0	773
268	650
0	650
1	597
13745	8
216	822
7	822
0	595
9	587
337	1
70	0
14	0
17	695
45	698
0	664
281	0
649	0
895	1
3	30
0	30
0	0
0	0
10	22
2	22
140	0
115	549
0	549
1	0
21	0
621	0
89	308
4	308
81	0
1294	0
298	310
0	310
1	0
0	382
56	382
3	21
0	21
615	0
79	0
7	0
0	0
0	506
112	506
484	0
24	0
306	1001
0	1001
1	0
1192	0
20	1
130	219
0	219
3	5
1	7
0	7
367	2992
0	2992
0	2078
78	2078
18	0
4	0
0	0
0	0
490	0
186	0
0	19
0	19
0	0
28	261
0	261
7	615
1	631
0	409
91	0
3	0
17	0
159	0
48	0
859	0
229	0
0	212
17	212
0	101
2	141
0	65
0	105
457	0
9	7
0	7
2	0
143	0
14	126
0	126
15	0
43	0
0	0
0	78
1	66
0	66
2	65
0	622
0	530
0	379
0	400
0	0
282	1
35	108
0	108
0	50
0	42
1	38
0	31
1200	0
688	0
552	3
9235	4
107	119
0	119
855	0
0	9
0	9
0	9
9	1443
84	1443
7	0
140	396
1	396
918	0
0	0
0	0
0	885
0	673
1	795
0	758
33	182
2	182
3	174
0	175
59	1298
0	1298
28	78
43	78
2	0
5422	3
76	0
17	0
4	0
4784	3501
5	3498
0	1
158	0
46	266
3	266
499	0
264	376
3	376
126	1
240	0
217	782
1	782
0	560
11	1
2	738
66	738
0	0
0	0
40	0
112	0
74	910
44	910
0	0
0	0
38	0
10	0
391	4
0	2926
3	2730
0	2138
0	1657
251	684
0	684
432	475
0	475
2860	72
0	0
1736	2
548	1
0	0
0	0
0	0
128	0
0	0
1750	82
8	0
0	0
3	0
0	0
135	0
155	1320
0	1320
319	2
2167	1
1442	3
3768	3
14	43
0	43
13386	5
48	0
117	0
739	1
347	0
31	0
3	245
0	245
129	1
44	0
547	1
58	0
2009	4
57	0
2760	1
473	0
1119	3709
484	3709
13	44
0	44
329	0
32	95
0	95
24	341
148	295
0	341
3	268
0	219
523	1471
0	1469
2	1471
355	1
467	1126
0	1126
79	0
169	1997
0	1997
31261	47002
1	46989
2462	1
1318	3
8	173
0	173
0	1437
0	1537
0	1075
426	0
171	0
0	4
0	4
3771	0
0	275
0	203
2	237
0	371
25	371
27	89
0	89
64	264
0	264
0	0
0	1904
5	1409
1	1770
3	1460
163	0
762	0
78	57
1	57
328	0
3	835
5	835
19	835
1659	2
117	0
0	0
8	0
0	0
2	0
8006	3
0	313
0	170
2	125
0	207
0	64
0	152
7	0
34	0
0	0
286	0
2	3093
528	3430
9	3427
126	0
0	0
562	4
466	0
7	25
0	25
0	2
0	2
0	2
0	2
268	0
1855	1
184	0
4709	4
9	11
0	11
55	0
349	0
2152	1
0	223
36	223
4	0
161	0
0	3
0	3
9121	7
0	0
1270	890
0	889
657	0
353	0
1067	0
368	0
1451	0
106	0
9	21
0	21
450	1342
0	1342
14	0
10	68
0	68
1	66
494	1
1023	11459
34	11448
1	11458
0	3
0	3
0	0
990	366
1	396
0	216
0	351
0	171
1298	1
381	0
7	504
0	504
0	269
0	246
0	240
0	252
0	218
77	0
62	0
108	204
0	204
76	0
519	578
27	578
188	0
1	0
0	0
350	592
4	0
0	0
30	942
4	915
7	0
77	0
72	0
1673	0
4	425
0	425
0	334
1817	0
4	0
73	0
126	0
55	901
3	901
4	672
113	0
1859	10
155	0
283	0
20	144
0	144
610	0
50	850
0	850
0	670
7	1044
0	1137
9	1058
0	891
3	0
162	116
0	114
1570	332
3	0
0	0
0	0
0	0
0	0
0	0
144	1125
1	1125
106	533
0	533
17	0
240	1840
0	1840
8	0
81	0
91	0
0	122
0	103
0	70
0	51
0	0
900	0
4577	2
0	663
0	463
0	349
0	352
1171	0
1	0
1566	334
854	15
202	0
82	403
0	403
0	0
0	435
0	0
12	435
59	103
0	103
0	0
274	9151
2	9151
42	0
0	0
0	0
61	558
0	558
4005	29698
3160	20364
0	16398
3275	29650
81	177
0	177
347	0
496	1
92	209
0	209
95	0
613	826
1	825
249	0
0	0
385	0
459	0
2	2
0	2
0	562
22	563
171	0
9	991
2	991
0	0
7	45
0	45
0	0
59	2
0	2
510	1547
0	1545
0	0
35	371
0	180
0	372
0	159
1281	2
0	0
0	0
0	0
115	0
0	0
8	0
144	0
3962	2
5729	4
0	479
0	479
0	439
0	376
72	95
0	95
435	591
0	591
0	533
881	0
80	907
0	907
1	7
0	7
235	0
56	0
14	176
0	188
4	165
0	34
0	40
0	16
171	0
59	148
0	148
82	0
0	243
0	198
0	206
7347	0
838	0
37791	17
37	68
1	68
226	0
752	0
52	1631
0	1631
245	0
19	0
0	885
0	976
4	1269
213	294
5	294
359	0
696	0
1087	1
1484	0
68	0
2267	3
8934	6
68	236
0	236
0	186
3279	1
1120	0
1046	1
1950	4402
9	4397
0	3086
865	0
118	0
0	1186
112	1186
320	0
23	1386
0	1386
0	68
0	93
0	87
1909	0
0	0
150	984
0	984
217	323
0	323
0	228
15	14
0	14
10	912
0	1009
22	922
3	826
2	815
0	0
798	0
29	210
1	210
34	711
0	711
0	57
0	57
341	0
596	0
257	0
271	0
0	0
790	0
142	220
10	220
921	0
287	0
0	313
0	329
11	329
3	329
0	239
32	104
0	104
6	0
1285	0
114	0
0	357
0	297
1	315
0	293
648	0
2	450
0	496
0	443
1372	1
123	0
253	0
735	3
976	1
0	0
154	0
21	116
1	116
2099	0
950	0
0	0
173	10
158	10
56	2183
0	2183
4914	2
7	66
0	66
62	81
0	81
681	0
29	4290
36	4290
88	1259
42	1255
0	1259
610	0
16	0
1	0
732	0
0	80
0	96
0	79
0	79
0	66
0	60
4	0
56	0
136	0
0	141
0	76
2	114
0	115
0	50
1476	1
3607	0
52	0
0	369
0	305
0	340
83	0
0	0
319	0
0	0
222	1341
0	1341
544	1
359	0
44	274
0	274
16388	7
270	0
248	139
0	139
5804	31267
1	31266
35	47
0	47
0	0
2	0
15	0
344	0
0	2
0	2
45	0
179	0
31	288
3	288
1632	0
337	0
161	0
133	0
0	112
36	112
2	33
0	33
0	0
118	569
2	569
0	114
0	100
0	84
0	0
550	0
779	0
26	0
0	0
5774	2
19	2429
0	2429
0	2229
60	0
137	0
4938	56
77	0
33	0
5709	3
0	0
531	0
3861	2577
0	2577
152	0
5	0
189	371
1	371
0	0
66	0
7665	50
0	206
216	206
2	233
0	260
0	238
0	0
49	1040
0	1040
527	0
2614	1
921	0
3087	2
6998	5
1	20
0	20
14	0
2110	0
158	0
27	397
0	397
0	393
26	0
331	0
198	0
1330	1
446	713
0	713
642	0
0	0
889	2
3	24
0	24
0	23
0	17
0	91
0	96
0	90
0	84
1	59
817	0
46	516
0	516
512	0
4	0
5	61
0	95
0	82
0	81
0	0
0	0
481	0
4	0
246	0
0	4465
374	4465
16	796
48	796
36	0
2	0
4	0
0	0
0	0
498	0
212	0
5	38
0	38
11	356
0	356
0	253
0	223
0	184
0	218
0	188
0	149
0	169
15	28
0	28
458	0
16	63
0	63
0	53
0	53
0	0
19	0
415	0
1208	0
176	0
1213	0
46	0
0	2380
0	2165
0	2406
768	1
0	0
269	490
6	490
185	1
4	3
0	3
0	0
229	1
382	0
0	0
558	1
213	0
2154	0
0	25
0	25
536	1
32	393
0	393
38	0
0	53
4	53
393	0
1246	0
3909	0
15	305
1	305
0	0
2847	3
0	0
4	0
875	0
1	7
0	7
0	4
1	4
662	0
20	966
0	966
0	0
11	0
223	1633
0	1633
6	1050
25	0
1272	0
1731	0
1825	0
11	46
2	46
965	0
15	0
7	25
0	25
18	0
46	0
18	516
18	516
0	379
1074	2
39	44
0	44
0	0
0	0
0	0
0	0
242	1048
0	1048
12	363
0	234
8	151
14	133
0	133
0	108
0	0
836	0
2397	2
260	948
0	948
3	58
24	103
3	57
1	102
786	0
1	5034
565	5034
0	8
0	8
48	0
204	322
0	322
6	4
0	4
0	0
0	0
484	0
177	0
465	2107
0	2107
0	0
0	0
35	54
0	54
3974	4
0	0
2	160
0	160
28	0
18	11
0	11
0	11
0	8
0	7
0	211
36	211
320	587
0	587
0	414
868	2185
0	2185
1303	1
100	51
0	51
46	648
2	648
0	0
0	0
0	617
57	460
0	510
11	522
1828	0
217	1335
44	1335
66	133
0	133
580	0
191	1069
0	1067
3511	1
10770	13
78	0
8	0
11	16
3	16
85	121
2	121
270	0
1	0
731	0
538	0
0	18
0	18
0	12
0	6
0	285
5	285
343	1
0	116
0	115
0	121
0	105
0	111
0	0
0	0
0	0
15	0
0	21
29	21
38	0
176	926
0	926
0	0
0	98
0	101
0	101
0	99
14	27
0	27
0	27
1	23
0	19
0	93
27	120
0	123
147	0
333	0
206	0
14	86
0	86
0	0
0	0
592	0
2	0
2668	0
28	53
0	53
0	950
0	1060
0	934
0	1044
0	787
252	0
15	123
1	123
269	0
0	2174
0	1840
0	1421
140	0
0	501
0	467
0	437
28	97
0	96
0	92
617	0
368	0
1	0
0	0
